Word,Count
tube.,57
fibrotic,57
recent,57
processus,57
infection.,57
"case,",57
working,57
hydronephrosis.,57
"lesions,",57
spiculated,57
confluent,57
ganglion,57
arrowheads),57
"area,",57
placenta,56
myometrium,56
years.,56
c3,56
(lung,56
proximity,56
seven,56
angioplasty,56
hypointensity,56
multiloculated,56
arthritis,56
minutes,56
performed.,56
trabecular,56
presents,56
core,56
convex,56
ligament.,56
infiltrates.,56
"ao,",56
nerves,56
pancreatitis,56
teeth.,56
thalamic,56
fibular,56
comparison,56
developing,56
les,56
attachment,56
gastrografin,56
(a).,56
tips,56
encasing,56
average,56
orifice,56
calcifications.,56
cruciate,56
angulation,56
restricted,56
collecting,56
35-year-old,56
marks,56
perihilar,56
although,56
"axial,",56
nuclear,56
forming,56
tuberculosis,55
intrauterine,55
"fracture,",55
urethra.,55
hypodensity,55
fluorodeoxyglucose,55
mri:,55
50,55
would,55
cemented,55
"bladder,",55
l2,55
important,55
technique.,55
power,55
reproduced,55
"pancreas,",55
l4,55
marker,55
together,55
rois,55
state,55
corneal,55
septations,55
motor,55
either,55
table,55
palatal,55
distinct,55
flexion,54
innominate,54
exophytic,54
portions,54
plates,54
labrum,54
valsalva,54
widened,54
condyle.,54
test,54
stenting,54
calcium,54
23,54
midsagittal,54
arthroplasty.,54
calculi,54
department,54
pre-treatment,54
since,54
mpr,54
subject,54
"enhancement,",54
orientation,54
resolved,54
hydrocephalus,54
air.,54
post-op,54
segmentation,54
"tissue,",54
cup,54
valgus,54
nasogastric,54
moderately,54
arch.,54
omentum,54
so,53
quality,53
"lung,",53
obstructed,53
tuberosity,53
appendage,53
projection.,53
roof,53
fusiform,53
cystogram,53
bones.,53
periodontal,53
45,53
halo,53
head).,53
ultrasonography.,53
5th,53
curve,53
av,53
leaflets,53
32-year-old,53
tomography;,53
highlighted,53
produit,53
strong,53
longer,53
"arrow,",53
connected,53
homogeneously,53
widespread,53
plate.,53
bowing,53
circular,53
sternum,53
contained,53
systemic,53
lipoma,53
pigtail,53
52-year-old,53
filter,53
fixation.,52
classic,52
supplying,52
hypertrophic,52
obturation,52
bulb,52
movement,52
t1wi,52
cleft,52
clot,52
bridging,52
applied,52
"size,",52
53-year-old,52
"level,",52
initiation,52
caliber,52
styloid,52
uncinate,52
prone,52
"position,",52
tissues.,52
followed,52
suggested,52
svc,52
emphysematous,52
trachea.,52
radiopacity,52
cycles,52
day.,52
midpoint,52
branches.,52
intervention,52
whereas,52
1st,52
polypoid,52
talar,52
rupture.,52
diagnosis.,52
callus,52
acquisition,52
denotes,52
cause,52
meningioma,52
emphysema.,52
cecum,52
3),52
cistern,52
&,52
risk,52
thumb,51
"mediastinum,",51
beneath,51
received,51
circulation,51
intra-operative,51
node.,51
parathyroid,51
(star),51
"multiple,",51
haziness,51
corresponds,51
"section,",51
gluteal,51
longus,51
spin-echo,51
distortion,51
55-year-old,51
replaced,51
signal.,51
interface,51
staining,51
screws.,51
bronchus.,51
"images,",51
tangent,51
"later,",51
expanded,51
chemotherapy.,51
classified,51
displays,51
against,51
esophagogram,51
laceration,51
(t2,51
spiral,51
overlapping,51
tilt,51
r,51
preserved,51
lobular,51
nuclei,51
later.,50
perforated,50
separation,50
heads,50
ductus,50
coarctation,50
referred,50
postoperatively.,50
disk,50
location.,50
scout,50
symmetric,50
apex.,50
resection.,50
shoulder.,50
hemangioma,50
scapula,50
mouse,50
subsequently,50
axis.,50
chambers,50
aged,50
"lungs,",50
transhepatic,50
azygos,50
(left),50
"addition,",50
amplatzer,50
walled,50
grossly,50
48,50
floating,50
reformat,50
sur,50
landmarks,50
reverse,50
mesh,50
pectoralis,50
haemorrhage,50
"femur,",49
it.,49
rectum.,49
propria,49
transaxial,49
dura,49
individual,49
joining,49
markers,49
radiogram,49
suggest,49
situated,49
normally,49
"(arrowhead),",49
followup,49
"b,",49
spectral,49
represented,49
better,49
rate,49
cavities,49
heads),49
c4,49
background,49
well-demarcated,49
plantar,49
extrinsic,49
cuff,49
coarse,49
extraction,49
abnormally,49
l5-s1,49
calcaneus,48
allograft,48
detected.,48
vestibular,48
tuberculosis.,48
nodal,48
deciduous,48
diastolic,48
processes,48
cross-section,48
transversal,48
reactive,48
repair.,48
retention,48
idiopathic,48
fiber,48
"left,",48
model,48
bottom,48
electron,48
contains,48
(with,48
ultrasound-guided,48
debris,48
finding.,48
nodules.,48
arachnoid,48
pancreatitis.,48
14-year-old,48
(horizontal,48
regurgitation.,48
opacified,48
determination,48
(figure,48
meniscus,48
infarcts,48
trunk.,48
epigastric,48
subcarinal,48
delineated,48
non-enhancing,48
15-year-old,48
intrathoracic,48
probably,47
thickness.,47
coronoid,47
conus,47
intimal,47
peripherally,47
titanium,47
shortening,47
mammography,47
isthmus,47
elements,47
standardized,47
created,47
talus,47
para-aortic,47
video,47
fibers,47
little,47
foley,47
atlas,47
rotator,47
how,47
"(a),",47
excellent,47
sarcoma,47
radiotracer,47
echocardiogram.,47
superiorly,47
dens,47
swollen,47
dr.,47
successfully,47
implantation.,47
nine,47
abdomen/pelvis,47
hounsfield,47
intersection,47
masses.,47
cusp,46
file,46
"cava,",46
liquid,46
ocular,46
pontine,46
abrupt,46
"colon,",46
25-year-old,46
m-mode,46
clip,46
high-grade,46
mark,46
loops.,46
confined,46
voiding,46
tomography/computed,46
embolism,46
eye.,46
nodule.,46
scaphoid,46
objectivant,46
gluteus,46
thecal,46
hypertrophied,46
phalanges,46
even,46
setting,46
costophrenic,46
sternocleidomastoid,46
cystourethrogram,46
stalk,46
remains,46
wing,46
biopsy.,46
extradural,46
occluder,46
metaphysis,46
inferiorly,46
l,46
46-year-old,46
palpable,46
broad,46
curvilinear,46
abdomen:,46
infiltrate,46
root.,46
"tract,",46
56-year-old,46
zygomatic,46
meal,46
migrated,46
jaw,46
incidentally,45
complicated,45
"sequence,",45
mouth,45
atypical,45
pin,45
twin,45
prominence,45
ileum.,45
pocket,45
weight,45
postero-anterior,45
tension,45
sinuses.,45
extension.,45
pterygoid,45
gestation.,45
"heterogeneous,",45
cone-beam,45
orange,45
away,45
loosening,45
systole,45
effacement,45
squamous,45
group.,45
metabolic,45
obturator,45
38-year-old,45
globus,45
5.,45
s,45
dependent,45
thoracolumbar,45
gray-scale,45
tear.,45
penile,45
bursa,45
(lad),45
transplanted,45
human,45
intradural,45
p,45
lao,45
sharp,44
fallopian,44
groove,44
diameters,44
62-year-old,44
j,44
49-year-old,44
60,44
manually,44
22-year-old,44
(*).,44
suppressed,44
duplication,44
(m),44
determine,44
"phase,",44
care,44
extra,44
centrally,44
upright,44
volumes,44
mass-like,44
weeks.,44
method.,44
meningeal,44
functional,44
(vertical,44
variable,44
gallstone,44
dissection.,44
scintigraphy,44
infusion,44
matrix,44
caecum,44
delivery,44
opposite,44
kyphosis,44
demonstrated.,44
vocal,44
uniform,44
measurement.,44
visual,43
maintained,43
failed,43
57-year-old,43
arrowheads).,43
c:,43
distant,43
inflow,43
artifacts,43
subretinal,43
rest,43
arrows:,43
100,43
26,43
projecting,43
intraparenchymal,43
occlusion.,43
cannot,43
structural,43
young,43
44-year-old,43
infrarenal,43
distributed,43
47-year-old,43
metaphyseal,43
"stomach,",43
hands,43
hippocampal,43
perforation.,43
regions.,43
orbit.,43
matter.,43
"4,",43
"5,",43
rib.,43
isodense,43
gi,43
inflamed,43
(rv),43
leads,43
distances,43
ischial,43
splenomegaly,43
ethmoidal,43
endobronchial,43
critical,43
thigh.,43
intracardiac,43
diastole,42
t2wi,42
acromioclavicular,42
locations,42
upward,42
profile,42
28-year-old,42
hemispheres,42
vessel.,42
serous,42
"right,",42
transoesophageal,42
(c).,42
branch.,42
leak.,42
contiguous,42
pyelogram,42
range,42
suprarenal,42
59-year-old,42
"male,",42
vagina,42
margin.,42
séquence,42
discharge,42
foot.,42
vein;,42
"sinuses,",42
contusion,42
dans,42
ankylosis,42
mediolateral,42
until,42
(pa),42
hole,42
strain,42
"edema,",42
ventricles.,42
asymmetry,42
tse,42
"bilateral,",42
d'une,42
here,42
water,42
sinusitis,42
fse,42
outlet,42
guidance,42
altered,42
shift.,42
saline,42
divided,42
y,42
enlargement.,42
difficult,42
(l),42
subtrochanteric,41
miliary,41
damage,41
representation,41
reticulonodular,41
drains,41
parieto-occipital,41
inverted,41
keeping,41
circle),41
extra-axial,41
cc,41
"brain,",41
(bone,41
visualized.,41
particularly,41
(anteroposterior,41
"joint,",41
rao,41
definition,41
37,41
exhibiting,41
"catheter,",41
embolism.,41
>,41
craniocaudal,41
incidence,41
except,41
edges,41
heterotopic,41
cesarean,41
block.,41
adc,41
impaction,41
annular,41
resembling,41
(e),41
onto,41
report,41
radiolucencies,41
limbs,41
(mip),41
exhibits,41
optimal,41
gastroduodenal,41
wedge-shaped,41
differential,41
fractures.,41
quadriceps,41
infiltration.,41
zone.,41
sylvian,41
peritoneum,41
adherent,41
34-year-old,41
paroi,41
rapid,41
oriented,41
humerus.,40
introduced,40
border.,40
sulcus,40
28,40
osteoarthritis,40
arthrodesis,40
54-year-old,40
sizes,40
image).,40
lobar,40
interpreted,40
resected,40
faint,40
(right),40
bronchi,40
base.,40
orbits,40
projected,40
specific,40
achieved,40
flank,40
(s),40
resulted,40
cavitation,40
volume.,40
"l,",40
proximally,40
osteonecrosis,40
duplex,40
period,40
clips,40
"solid,",40
therefore,40
interphalangeal,40
ossified,40
myxoma,40
schematic,40
allows,40
63-year-old,40
wave,40
photo,40
comminuted,40
fibrosis.,40
drainage.,40
penetration,40
appropriate,40
labeled,40
thrombosed,40
cat,40
undergoing,40
age.,40
lésion,40
(lv),40
generated,40
covering,40
mostly,40
interbody,40
triangular,40
endodontic,40
cysts.,40
mental,40
31,40
initially,40
remained,39
"echocardiography,",39
gy,39
void,39
inflated,39
stenotic,39
rat,39
neoplasm,39
repeated,39
diagonal,39
minimum,39
urethrogram,39
available,39
posttreatment,39
tomography:,39
75-year-old,39
48-year-old,39
characterized,39
pigment,39
thin-walled,39
seminal,39
bleeding.,39
"seen,",39
papilla,39
lcx,39
transplantation,39
laryngeal,39
visit,39
territory,39
parameters,39
varus,39
invasion.,39
pubis,39
"gland,",39
newly,39
ml,39
64-year-old,39
sans,39
"septum,",39
locking,39
vsd,39
dwi,39
demarcated,39
atrophic,39
pattern”,39
structure.,39
retina,39
vasogenic,39
distraction,39
unit,39
operated,39
67-year-old,39
order,39
lymphatic,39
(line,39
(red),39
given,39
kub,39
obtuse,38
"anterior,",38
heads).,38
"irregular,",38
x‐ray,38
asterisk),38
dual,38
classification,38
46,38
"admission,",38
t2-w,38
passed,38
embolized,38
odontogenic,38
lacrimal,38
sagittale,38
visit.,38
high-density,38
varying,38
kidneys.,38
hilum.,38
dissecting,38
pulmonaire,38
appearances,38
hyperplasia,38
anteriorly.,38
echoes,38
perihepatic,38
lordosis,38
easily,38
malignancy,38
place.,38
sixth,38
satisfactory,38
erosions,38
12-year-old,38
boundaries,38
evaluated,38
coursing,38
producing,38
ct-guided,38
glands,38
coiling,38
ureteric,38
aspects,38
computerised,38
scalene,38
corrected,38
41-year-old,38
(orange,38
much,38
femoris,38
t3,38
"sign,",38
acetabulum.,38
viewed,38
occurred,37
bifurcation.,37
destruction.,37
tubes,37
foramen.,37
reduction.,37
"arch,",37
osteomyelitis.,37
"study,",37
(t),37
per,37
plus,37
scrotum,37
(ap,37
cérébrale,37
70-year-old,37
circle).,37
channel,37
"opacities,",37
intravascular,37
lucent,37
32,37
"cord,",37
loose,37
many,37
detection,37
reformation,37
thus,37
choroid,37
consolidations,37
26-year-old,37
hypersignal,37
eroding,37
c),37
erosive,37
scannographique,37
"spleen,",37
asterisk,37
pedunculated,37
(type,37
discontinuity,37
shown),37
usually,37
classical,37
intensity.,37
deltoid,37
post-gadolinium,37
frontoparietal,37
triangle,37
non-enhanced,37
emboli,37
angular,37
dysplasia.,37
exam,37
division,37
"window,",37
(image,37
"arteries,",37
hyoid,37
steroid,37
pregnancy.,37
margins.,36
tubal,36
tail.,36
acl,36
version,36
saphenous,36
expansive,36
(mediastinal,36
nasopharyngeal,36
disappeared,36
bodies.,36
hemidiaphragm.,36
0,36
"heart,",36
aortography,36
op,36
69-year-old,36
fever,36
stones.,36
tte,36
vegetations,36
turbulent,36
demonstration,36
multicystic,36
flattening,36
extensor,36
low-attenuation,36
phase),36
pacing,36
(between,36
clivus,36
"presentation,",36
characteristics,36
proved,36
intestinalis,36
30-year-old,36
19-year-old,36
hétérogène,36
male.,36
"layer,",36
source,36
"t1,",36
"(b),",36
cardiomegaly.,36
osteochondral,36
diaphysis,36
magnified,36
dominant,36
bearing,36
density.,36
estimated,36
tracts,35
orthodontic,35
18-year-old,35
"mandible,",35
presacral,35
empyema,35
running,35
unerupted,35
shunt.,35
intestine.,35
imaging:,35
47,35
chez,35
outlining,35
m,35
pulse,35
needle.,35
ridge,35
spots,35
swelling.,35
trace,35
trigeminal,35
rectosigmoid,35
sclerosis.,35
(transverse,35
impingement,35
ostial,35
intubation,35
deposit,35
distress,35
mid-sagittal,35
exclusion,35
6-month,35
(tr,35
periprosthetic,35
plug,35
se,35
malformation.,35
tomodensitométrie,35
inflammation.,35
plaques,35
choledochal,35
cutaneous,35
antibiotic,35
sign),35
oesophagus,35
exposure,35
dog,35
activation,35
one-year,35
best,35
gb,35
limiting,35
abnormalities.,35
silicone,35
rod,35
coronale,35
kystique,35
"thickness,",35
line;,35
cmr,35
"angiography,",35
sellar,35
hypertension,35
patch,35
(courtesy,35
"c,",35
intra-articular,35
"respectively,",35
imaged,35
loss.,35
4),35
valve;,35
intussusception.,35
scleral,35
abdominale,35
differentiation,35
disc.,35
supplied,35
glenohumeral,35
68-year-old,35
length.,34
respect,34
16-year-old,34
(shown,34
cases,34
intensely,34
what,34
hu,34
perisplenic,34
cobb,34
condition,34
ring-enhancing,34
plastic,34
point.,34
k,34
nonspecific,34
capsule.,34
voluminous,34
osteophytes,34
osteophyte,34
category,34
helical,34
figures,34
wound,34
provided,34
sous,34
material.,34
embedded,34
te,34
perilesional,34
"fossa,",34
"procedure,",34
tissulaire,34
aortopulmonary,34
minimally,34
(single,34
markings,34
deformed,34
65-year-old,34
tracing,34
"round,",34
radiographs.,34
cropped,34
measurements.,34
suspicion,34
hemoperitoneum,34
cuts,34
force,34
folds,34
projections,34
mapping,34
6.,34
"canal,",34
midline.,34
homogenously,34
tem,34
(upper,34
ciliary,34
inclination,34
tangential,34
subacute,34
called,34
vastus,34
fraction,34
schwannoma,34
volvulus,34
september,34
global,34
continued,34
mid-esophageal,34
invaded,34
"pneumothorax,",34
daughter,34
line:,34
indistinct,33
trochanter.,33
t8,33
identify,33
passes,33
pseudocyst.,33
extracted,33
magnification,33
include,33
micrograph,33
shock,33
septic,33
t11,33
spur,33
xray,33
measured.,33
o'clock,33
61-year-old,33
hemothorax,33
cauda,33
situs,33
capillary,33
24-year-old,33
horns,33
opacity.,33
flat,33
till,33
mhz,33
donor,33
costal,33
simultaneous,33
"breast,",33
contoured,33
(circle).,33
calcaneal,33
space-occupying,33
wedge,33
trajectory,33
fusion.,33
c.,33
degrees,33
mesurant,33
arises,33
cells.,33
(as,33
(4),33
malignancy.,33
fluorescence,33
ivc.,33
whole-body,33
originated,33
fascia.,33
ligamentum,33
c-arm,33
often,33
ssfp,33
midbrain,33
intraocular,33
stone.,33
pneumoperitoneum,33
mixture,33
intra-,33
orthopantomography,33
inlet,33
rather,33
retraction,33
stabilization,33
proptosis,33
sarcoma.,33
drawing,33
suprapatellar,33
required,33
crescent,33
72-year-old,33
equal,33
17-year-old,33
and/or,33
crossed,33
(roi),33
film.,33
thrombi,32
"hip,",32
differentiated,32
air-filled,32
"fat,",32
21-year-old,32
36-year-old,32
sphincter,32
anastomotic,32
removed.,32
full-thickness,32
hemisphere.,32
radiograph:,32
closely,32
web,32
rudimentary,32
appendiceal,32
perineal,32
fill,32
adenopathy,32
fibrin,32
traversing,32
ilium,32
ileocecal,32
support,32
"(arrowheads),",32
atlantoaxial,32
instability,32
chiasm,32
ballooning,32
"r,",32
obliterated,32
masseter,32
anchor,32
(f),32
maxilla.,32
various,32
pushing,32
27-year-old,32
spacer,32
embryo,32
encapsulated,32
girl.,32
subdiaphragmatic,32
coxa,32
"cyst,",32
deux,32
split,32
sheath.,32
18f-fluorodeoxyglucose,32
concha,32
correspond,32
remarkable,32
subtalar,32
hyperdensity,32
posteromedial,32
pineal,32
occupied,32
discs,32
produced,32
(lower,32
bifid,32
atelectasis.,32
6th,32
trochanteric,32
conduit,32
virtual,32
indentation,32
b).,32
walls.,32
39-year-old,32
identifying,32
nature,32
bundle,32
hypoechogenic,32
hazy,32
reflecting,32
thought,32
resolving,32
perirectal,32
clavicle.,32
fibroid,32
irregularly,31
pda,31
fungal,31
(blue),31
ao:,31
retrosternal,31
"hypoechoic,",31
saturated,31
(flair),31
lady,31
replacement.,31
diverticulum.,31
directed,31
convexity,31
least,31
identification,31
7.5,31
earlier,31
appreciated,31
respectively,31
retracted,31
administration.,31
"duodenum,",31
magnum,31
cartilaginous,31
big,31
medium.,31
ejection,31
.,31
gracilis,31
peribronchial,31
blunting,31
sustained,31
staging,31
herniation.,31
transplantation.,31
ovale,31
postgadolinium,31
42-year-old,31
urine,31
clavicular,31
organs,31
arthroscopic,31
contrast:,31
association,31
1-year,31
"fluid,",31
carina,31
calf,31
min,31
adhesion,31
abbreviations:,31
ureteropelvic,31
3).,31
path,31
occlusive,31
fovea,31
layer.,31
27,31
tendons,31
roots.,31
tree-in-bud,31
university,31
congestion,31
extraluminal,31
"muscles,",31
intensive,31
bedside,31
microcatheter,31
1.2,31
(rca),31
"treatment,",31
pad,31
hydropneumothorax,31
/,31
tau,31
ribs.,31
cochlea,31
dividing,31
dextrocardia,31
8-year-old,31
mm).,31
pronounced,31
tuberculous,30
nidus,30
calculation,30
going,30
potential,30
wires,30
(asterisks),30
abnormality.,30
bare,30
adnexa,30
hypo,30
turbo,30
pyelography,30
"bones,",30
bronchogenic,30
